experiment_id,method_id,method_label,chain,seed_id,seed_value,seed_group,split,n,auc,balanced_accuracy,sensitivity,specificity
experiment_04_alice_model,alice_l1_linear,L1 + Linear,alpha,S07,11327508419378867602,ordinary,locked_external,109,0.8234398782343988,0.7779680365296804,0.5833333333333334,0.9726027397260274
experiment_04_alice_model,alice_l1_linear,L1 + Linear,alpha,S08,10762549616907469203,ordinary,locked_external,109,0.8184931506849314,0.7709284627092846,0.5555555555555556,0.9863013698630136
experiment_04_alice_model,alice_l1_linear,L1 + Linear,alpha,S12,10694063091131643398,ordinary,locked_external,109,0.8249619482496194,0.7848173515981736,0.5833333333333334,0.9863013698630136
experiment_04_alice_model,alice_l1_linear,L1 + Linear,alpha,S13,4496119368746308026,ordinary,locked_external,109,0.8295281582952816,0.7638888888888888,0.5277777777777778,1.0
experiment_04_alice_model,alice_l1_linear,L1 + Linear,beta,S01,777,lucky,locked_external,110,0.6595345345345345,0.5942192192192193,0.4722222222222222,0.7162162162162162
experiment_04_alice_model,alice_l1_linear,L1 + Linear,beta,S02,2232016200,lucky,locked_external,110,0.6355105105105106,0.558933933933934,0.3611111111111111,0.7567567567567568
experiment_04_alice_model,alice_l1_linear,L1 + Linear,beta,S10,8365301900047924020,lucky,locked_external,110,0.6764264264264264,0.5930930930930931,0.3888888888888889,0.7972972972972973
experiment_04_alice_model,alice_l1_linear,L1 + Linear,beta,S04,6902826956892357559,moderate,locked_external,110,0.6715465465465464,0.5934684684684685,0.4166666666666667,0.7702702702702703
experiment_04_alice_model,alice_l1_linear,L1 + Linear,beta,S05,2712386035810402826,moderate,locked_external,110,0.6373873873873874,0.5728228228228228,0.3888888888888889,0.7567567567567568
experiment_04_alice_model,alice_l1_linear,L1 + Linear,beta,S11,2817756917657900866,moderate,locked_external,110,0.6516516516516517,0.6077327327327327,0.4722222222222222,0.7432432432432432
experiment_04_alice_model,alice_l1_linear,L1 + Linear,beta,S07,11327508419378867602,ordinary,locked_external,110,0.6599099099099099,0.6096096096096096,0.6111111111111112,0.6081081081081081
experiment_04_alice_model,alice_l1_linear,L1 + Linear,beta,S08,10762549616907469203,ordinary,locked_external,110,0.6561561561561562,0.587087087087087,0.4444444444444444,0.7297297297297297
experiment_04_alice_model,alice_l1_linear,L1 + Linear,beta,S12,10694063091131643398,ordinary,locked_external,110,0.6636636636636637,0.5867117117117118,0.4166666666666667,0.7567567567567568
experiment_04_alice_model,alice_l1_linear,L1 + Linear,beta,S13,4496119368746308026,ordinary,locked_external,110,0.6722972972972974,0.6212462462462462,0.4722222222222222,0.7702702702702703
experiment_04_alice_model,alice_l1_mlp,L1 + MLP,alpha,S01,777,lucky,locked_external,109,0.8839421613394215,0.7987062404870624,0.6111111111111112,0.9863013698630136
experiment_04_alice_model,alice_l1_mlp,L1 + MLP,alpha,S02,2232016200,lucky,locked_external,109,0.8816590563165906,0.7987062404870624,0.6111111111111112,0.9863013698630136
experiment_04_alice_model,alice_l1_mlp,L1 + MLP,alpha,S10,8365301900047924020,lucky,locked_external,109,0.8816590563165905,0.7987062404870624,0.6111111111111112,0.9863013698630136
experiment_04_alice_model,alice_l1_mlp,L1 + MLP,alpha,S04,6902826956892357559,moderate,locked_external,109,0.8808980213089802,0.7987062404870624,0.6111111111111112,0.9863013698630136
experiment_04_alice_model,alice_l1_mlp,L1 + MLP,alpha,S05,2712386035810402826,moderate,locked_external,109,0.8801369863013699,0.8125951293759512,0.6388888888888888,0.9863013698630136
experiment_04_alice_model,alice_l1_mlp,L1 + MLP,alpha,S11,2817756917657900866,moderate,locked_external,109,0.8816590563165906,0.7848173515981736,0.5833333333333334,0.9863013698630136
experiment_04_alice_model,alice_l1_mlp,L1 + MLP,alpha,S07,11327508419378867602,ordinary,locked_external,109,0.8820395738203957,0.7918569254185692,0.6111111111111112,0.9726027397260274
experiment_04_alice_model,alice_l1_mlp,L1 + MLP,alpha,S08,10762549616907469203,ordinary,locked_external,109,0.8801369863013698,0.7987062404870624,0.6111111111111112,0.9863013698630136
experiment_04_alice_model,alice_l1_mlp,L1 + MLP,alpha,S12,10694063091131643398,ordinary,locked_external,109,0.8801369863013698,0.8125951293759512,0.6388888888888888,0.9863013698630136
experiment_04_alice_model,alice_l1_mlp,L1 + MLP,alpha,S13,4496119368746308026,ordinary,locked_external,109,0.8793759512937595,0.7987062404870624,0.6111111111111112,0.9863013698630136
experiment_04_alice_model,alice_l1_mlp,L1 + MLP,beta,S01,777,lucky,locked_external,110,0.6227477477477478,0.5656906906906907,0.3611111111111111,0.7702702702702703
experiment_04_alice_model,alice_l1_mlp,L1 + MLP,beta,S02,2232016200,lucky,locked_external,110,0.6171171171171171,0.558933933933934,0.3611111111111111,0.7567567567567568
experiment_04_alice_model,alice_l1_mlp,L1 + MLP,beta,S10,8365301900047924020,lucky,locked_external,110,0.6212462462462462,0.5656906906906907,0.3611111111111111,0.7702702702702703
experiment_04_alice_model,alice_l1_mlp,L1 + MLP,beta,S04,6902826956892357559,moderate,locked_external,110,0.6133633633633634,0.5521771771771772,0.3611111111111111,0.7432432432432432
experiment_04_alice_model,alice_l1_mlp,L1 + MLP,beta,S05,2712386035810402826,moderate,locked_external,110,0.6126126126126127,0.558933933933934,0.3611111111111111,0.7567567567567568
experiment_04_alice_model,alice_l1_mlp,L1 + MLP,beta,S11,2817756917657900866,moderate,locked_external,110,0.618993993993994,0.545045045045045,0.3333333333333333,0.7567567567567568
experiment_04_alice_model,alice_l1_mlp,L1 + MLP,beta,S07,11327508419378867602,ordinary,locked_external,110,0.6144894894894894,0.5521771771771772,0.3611111111111111,0.7432432432432432
experiment_04_alice_model,alice_l1_mlp,L1 + MLP,beta,S08,10762549616907469203,ordinary,locked_external,110,0.6133633633633634,0.558933933933934,0.3611111111111111,0.7567567567567568
experiment_04_alice_model,alice_l1_mlp,L1 + MLP,beta,S12,10694063091131643398,ordinary,locked_external,110,0.6152402402402403,0.5521771771771772,0.3611111111111111,0.7432432432432432
experiment_04_alice_model,alice_l1_mlp,L1 + MLP,beta,S13,4496119368746308026,ordinary,locked_external,110,0.6126126126126126,0.5656906906906907,0.3611111111111111,0.7702702702702703
experiment_04_alice_model,alice_l2_linear,L2 + Linear,alpha,S01,777,lucky,locked_external,109,0.9570015220700152,0.7848173515981736,0.5833333333333334,0.9863013698630136
experiment_04_alice_model,alice_l2_linear,L2 + Linear,alpha,S02,2232016200,lucky,locked_external,109,0.9623287671232876,0.6944444444444444,0.3888888888888889,1.0
experiment_04_alice_model,alice_l2_linear,L2 + Linear,alpha,S10,8365301900047924020,lucky,locked_external,109,0.952435312024353,0.6737062404870624,0.3611111111111111,0.9863013698630136
experiment_04_alice_model,alice_l2_linear,L2 + Linear,alpha,S04,6902826956892357559,moderate,locked_external,109,0.9657534246575342,0.7638888888888888,0.5277777777777778,1.0
experiment_04_alice_model,alice_l2_linear,L2 + Linear,alpha,S05,2712386035810402826,moderate,locked_external,109,0.9452054794520548,0.6737062404870624,0.3611111111111111,0.9863013698630136
experiment_04_alice_model,alice_l2_linear,L2 + Linear,alpha,S11,2817756917657900866,moderate,locked_external,109,0.9531963470319634,0.7709284627092846,0.5555555555555556,0.9863013698630136
experiment_04_alice_model,alice_l2_linear,L2 + Linear,alpha,S07,11327508419378867602,ordinary,locked_external,109,0.9570015220700152,0.7709284627092846,0.5555555555555556,0.9863013698630136
experiment_04_alice_model,alice_l2_linear,L2 + Linear,alpha,S08,10762549616907469203,ordinary,locked_external,109,0.9524353120243532,0.6598173515981735,0.3333333333333333,0.9863013698630136
experiment_04_alice_model,alice_l2_linear,L2 + Linear,alpha,S12,10694063091131643398,ordinary,locked_external,109,0.939117199391172,0.6875951293759512,0.3888888888888889,0.9863013698630136
experiment_04_alice_model,alice_l2_linear,L2 + Linear,alpha,S13,4496119368746308026,ordinary,locked_external,109,0.9554794520547945,0.6666666666666666,0.3333333333333333,1.0
experiment_04_alice_model,alice_l2_linear,L2 + Linear,beta,S01,777,lucky,locked_external,110,0.6460210210210211,0.6137387387387387,0.4166666666666667,0.8108108108108109
experiment_04_alice_model,alice_l2_linear,L2 + Linear,beta,S02,2232016200,lucky,locked_external,110,0.6156156156156155,0.5439189189189189,0.25,0.8378378378378378
experiment_04_alice_model,alice_l2_linear,L2 + Linear,beta,S10,8365301900047924020,lucky,locked_external,110,0.6505255255255256,0.5855855855855856,0.3333333333333333,0.8378378378378378
experiment_04_alice_model,alice_l2_linear,L2 + Linear,beta,S04,6902826956892357559,moderate,locked_external,110,0.6478978978978979,0.5998498498498499,0.3888888888888889,0.8108108108108109
experiment_04_alice_model,alice_l2_linear,L2 + Linear,beta,S05,2712386035810402826,moderate,locked_external,110,0.6313813813813813,0.5585585585585585,0.3333333333333333,0.7837837837837838
experiment_04_alice_model,alice_l2_linear,L2 + Linear,beta,S11,2817756917657900866,moderate,locked_external,110,0.6313813813813813,0.5994744744744744,0.3611111111111111,0.8378378378378378
experiment_04_alice_model,alice_l2_linear,L2 + Linear,beta,S07,11327508419378867602,ordinary,locked_external,110,0.6298798798798799,0.5788288288288288,0.3333333333333333,0.8243243243243243
experiment_04_alice_model,alice_l2_linear,L2 + Linear,beta,S08,10762549616907469203,ordinary,locked_external,110,0.6422672672672673,0.5439189189189189,0.25,0.8378378378378378
